order_id,product_id,city_id,district,county,type,combo_type,traffic_type,passenger_count,driver_product_id,start_dest_distance,arrive_time,departure_time,pre_total_fee,normal_time,bubble_trace_id,product_1level,dest_lng,dest_lat,starting_lng,starting_lat,year,month,day
17592738977405,3,83,0898,460107,0,0,0,0,3,4006,2017-05-19 20:57:07,2017-05-19 20:52:11,12,17,39cfb4ec591eea7700004d0db7e8d55c,3,110.3721,20.0252,110.3501,20.0154,2017,05,19
17592741225348,3,83,0898,460108,0,0,0,0,3,6891,2017-05-19 22:26:12,2017-05-19 22:22:44,17,20,6446a134591effb3385848fd354a6b02,3,110.3262,20.0298,110.3509,20.0396,2017,05,19
17592730775214,3,83,0898,460108,0,0,0,0,3,3934,2017-05-19 15:42:07,2017-05-19 15:37:44,12,19,0f000b5e2c43b7812c25302f108b0303,3,110.3411,20.0552,110.353,20.0316,2017,05,19
17592735288472,3,83,0898,460106,0,0,0,0,3,19347,2017-05-19 18:28:49,2017-05-19 18:22:26,59,49,64469c31591ec75bae7eab393c81a002,3,110.3216,19.9119,110.319,20.0252,2017,05,19
17592739371007,3,83,0898,460108,0,0,0,0,3,2488,2017-05-19 21:09:31,2017-05-19 21:07:27,10,10,64469c31591eee0fb41eab413919ee02,3,110.3535,20.0398,110.3653,20.026,2017,05,19
17592724806114,3,83,0898,460107,0,0,0,0,3,7818,2017-05-19 10:42:32,2017-05-19 10:40:43,21,22,64469e3e591e5b2b05b889412bc7ca02,3,110.3344,20.0269,110.3747,19.9954,2017,05,19
17592732681266,3,83,0898,460106,0,0,0,0,3,3214,2017-05-19 17:16:12,2017-05-19 16:56:19,13,8,7a026f1b22d8d0744723012710380303,3,110.2927,20.0239,110.3125,20.0237,2017,05,19
17592736284574,3,83,0898,460108,0,0,0,0,0,8270,0000-00-00 00:00:00,2017-05-19 18:59:33,20,NULL,d0f4f00ee0ff3c348251fd25102b0303,3,110.3168,20.0655,110.3481,20.0304,2017,05,19
17592721442161,3,83,0898,460106,0,0,0,0,3,5246,2017-05-19 08:07:47,2017-05-19 08:05:46,15,9,c104201b405e24470d5fa29810330303,3,110.3321,20.0626,110.3275,20.0423,2017,05,19
17592729027824,3,83,0898,460108,0,0,0,0,3,9597,2017-05-19 14:15:28,2017-05-19 14:13:00,25,32,6445623d591e8cec3600b5a829560702,3,110.3075,20.0014,110.363,20.0384,2017,05,19
17592736593694,3,83,0898,460106,0,0,0,0,0,6918,0000-00-00 00:00:00,2017-05-19 19:12:59,25,NULL,655a2bde591ed3250000672588d31927,3,110.353,19.9938,110.3225,20.0258,2017,05,19
17592741230259,3,83,0898,460106,0,0,0,0,3,3965,2017-05-19 22:39:07,2017-05-19 22:29:51,12,11,64469e3e591f0158051e893e37b30302,3,110.3046,20.021,110.3288,20.0211,2017,05,19
17592719234076,3,83,0898,460106,0,0,0,0,3,6084,2017-05-19 01:20:01,2017-05-19 01:14:39,17,8,6446a231591dd67f5f30261a1f980002,3,110.3167,20.059,110.3208,20.0226,2017,05,19
17592726955887,3,83,0898,460108,0,0,0,0,3,2584,2017-05-19 12:37:31,2017-05-19 12:30:13,9,4,6445623d591e74d5341cb5a026b10002,3,110.3357,20.0631,110.345,20.0731,2017,05,19
17592736269006,3,83,0898,460105,0,0,0,0,3,13499,2017-05-19 19:05:56,2017-05-19 18:57:45,37,19,6445b03a591ecfa830631b7032ffb902,3,110.28,20.0134,110.187,20.0426,2017,05,19
17592740910550,3,83,0898,460106,0,0,0,0,3,10086,2017-05-19 22:19:45,2017-05-19 22:14:38,25,36,6445ae3a591efdcd85259e533b17b902,3,110.3373,20.0647,110.3263,20.0076,2017,05,19
17592725380234,3,83,0898,460105,0,0,0,0,3,10604,2017-05-19 11:12:12,2017-05-19 11:09:42,27,49,cf908069591e61f100002e81475dbd98,3,110.35,20.0558,110.2936,20.0073,2017,05,19
17592732943800,3,83,0898,460106,0,0,0,0,0,4334,0000-00-00 00:00:00,2017-05-19 17:04:07,12,NULL,c0a8017cf9b26542ad34d90e10340303,3,110.3431,20.0495,110.3179,20.0314,2017,05,19
17592737183871,3,83,0898,460106,0,0,0,0,3,4099,2017-05-19 19:42:08,2017-05-19 19:37:26,14,16,6445623c591ed8f6422f43153ef7c702,3,110.3224,20.0206,110.3067,20.0014,2017,05,19
17592738976192,3,83,0898,460108,0,0,0,0,3,6837,2017-05-19 20:49:33,2017-05-19 20:48:30,17,10,6445ae3a591ee99e86529e4f3a452a02,3,110.3764,20.0262,110.4073,20.044,2017,05,19
17592724378009,3,83,0898,460106,0,0,0,0,3,3316,2017-05-19 10:14:38,2017-05-19 10:13:19,10,8,8c6ca20b1a93b8b62903583a10400303,3,110.3294,19.9741,110.3249,19.9908,2017,05,19
17592734900751,3,83,0898,460108,1,0,0,0,0,9148,0000-00-00 00:00:00,2017-05-19 18:30:00,24,NULL,c0a8016a6e9ddd0a54327f90106e0303,3,110.3123,20.0248,110.3747,20.0216,2017,05,19
17592742024678,3,83,0898,460108,0,0,0,0,3,6726,2017-05-19 23:15:32,2017-05-19 23:12:21,20,22,6446a135591f0b559ea646853a650902,3,110.3062,20.0032,110.3421,20.0294,2017,05,19
17592730081163,3,83,0898,460108,0,0,0,0,3,10903,2017-05-19 15:12:59,2017-05-19 15:08:17,30,30,64469f31591e99e03b3516f928ecca02,3,110.3433,19.9841,110.3459,20.0502,2017,05,19
17592734118469,3,83,0898,460105,0,0,0,0,0,3340,0000-00-00 00:00:00,2017-05-19 17:51:34,11,NULL,6446a134591ec02235d548ef29965302,3,110.3179,20.0315,110.2891,20.0195,2017,05,19
17592738588228,3,83,0898,460106,0,0,0,0,3,4607,2017-05-19 20:37:01,2017-05-19 20:32:13,12,11,64469e3c591ee5cc4457191b3da23f02,3,110.3406,19.9596,110.3498,19.9851,2017,05,19
17592721631132,3,83,0898,460106,0,0,0,0,3,4005,0000-00-00 00:00:00,2017-05-19 08:07:30,11,0,6446aa14591e3741b3819897260f9102,3,110.3373,20.0384,110.3207,20.0229,2017,05,19
17592735111526,3,83,0898,460107,0,0,0,0,0,5060,0000-00-00 00:00:00,2017-05-19 18:20:27,14,NULL,6446aa14591ec6deb56d98a02cbb2402,3,110.3625,20.0248,110.3382,20.0116,2017,05,19
17592738852206,3,83,0898,460108,0,0,0,0,3,2828,2017-05-19 20:48:55,2017-05-19 20:46:45,9,13,64469d36591ee9345c462404321c4a02,3,110.3541,20.0286,110.3638,20.0357,2017,05,19
17592742289870,3,83,0898,460106,0,0,0,0,3,4788,2017-05-19 23:24:09,2017-05-19 23:22:38,14,12,64469e3c591f0dbe437a1920305b9202,3,110.3149,20.0159,110.3347,20.0408,2017,05,19
17592725109864,3,83,0898,460106,0,0,0,0,3,8712,2017-05-19 10:54:21,2017-05-19 10:51:12,22,23,dabdae0a591e5d98000044c274564287,3,110.362,20.0292,110.3016,20.0247,2017,05,19
17592733044660,3,83,0898,460106,0,0,0,0,3,8695,2017-05-19 17:17:12,2017-05-19 17:08:33,26,48,6446a231591eb6113eca26033202d702,3,110.3741,20.0301,110.31,20.0162,2017,05,19
17592736672021,3,83,0898,460108,0,0,0,0,3,8280,2017-05-19 19:22:36,2017-05-19 19:13:39,24,21,19a8732dd7d18a9e5f7ab55710b50303,3,110.2989,20.0247,110.3519,20.0194,2017,05,19
17592740540648,3,83,0898,460107,0,0,0,0,3,2302,2017-05-19 22:01:52,2017-05-19 21:52:02,11,12,64469e3e591ef881c1f1892841a43c02,3,110.3409,20.0015,110.3506,19.9901,2017,05,19
17592719855711,3,83,0898,460107,0,0,6,0,3,17191,2017-05-19 05:42:38,2017-05-19 05:37:56,47,20,64469f31591e143340c817002283e402,3,110.462,19.9394,110.3424,19.9864,2017,05,19
17592732932352,3,83,0898,460108,0,0,0,0,3,2167,0000-00-00 00:00:00,2017-05-19 17:03:42,10,NULL,64469d36591eb4ee5c4624042d1c0a02,3,110.3318,20.0563,110.3435,20.0496,2017,05,19
17592733303646,3,83,0898,460108,0,0,0,0,3,19347,2017-05-19 17:29:18,2017-05-19 17:23:28,59,91,9d43277d6f70c28ea6260a23103a0303,3,110.3419,19.9777,110.491,19.9671,2017,05,19
17592722044509,3,83,0898,460105,0,0,0,0,3,5374,2017-05-19 08:26:56,2017-05-19 08:23:36,14,12,7625872e591e3af800000e27ea55c83f,3,110.201,20.0101,110.185,20.0458,2017,05,19
17592726609440,3,83,0898,460107,0,0,0,0,3,6547,2017-05-19 12:11:15,2017-05-19 12:09:03,17,20,ec3e24a9591e6fdc00005a5b76d313c0,3,110.3721,20.0304,110.3405,19.998,2017,05,19
17592730728253,3,83,0898,460106,0,0,0,0,3,5483,2017-05-19 15:42:01,2017-05-19 15:38:41,15,17,6446a135591ea100a134468835083f02,3,110.3425,19.9998,110.3201,20.0294,2017,05,19
17592736745041,3,83,0898,460108,0,0,0,0,3,1620,2017-05-19 19:18:18,2017-05-19 19:16:02,12,13,c0a80165e3a0cdd52c0dd84a10650403,3,110.3518,20.0231,110.3444,20.0265,2017,05,19
17592741040487,3,83,0898,460106,0,0,0,0,3,5459,2017-05-19 22:23:19,2017-05-19 22:20:55,17,14,6446a132591eff4727a8154a3e6afb02,3,110.305,20.0019,110.32,20.0285,2017,05,19
17592740939734,3,83,0898,460107,0,0,0,0,3,3795,2017-05-19 22:22:47,2017-05-19 22:18:25,11,10,6446aa14591efeadb5319896363d2f02,3,110.3275,20.0228,110.34,20.0075,2017,05,19
17592728510321,3,83,0898,460108,0,0,0,0,3,7803,2017-05-19 14:00:35,2017-05-19 13:58:30,21,17,9d3676a8591e898300000415929ec3e3,3,110.3811,19.9936,110.3436,20.0242,2017,05,19
17592733014728,3,83,0898,460106,0,0,0,0,3,3128,2017-05-19 17:13:33,2017-05-19 17:05:59,10,10,6446aa14591eb56fb51898a632e09702,3,110.3487,20.033,110.3302,20.0188,2017,05,19
17592740615602,3,83,0898,460106,0,0,0,0,3,3566,2017-05-19 22:05:27,2017-05-19 22:00:59,11,17,6445ae3a591efa9a7eaf9e4933a0c402,3,110.3201,20.027,110.3423,20.0404,2017,05,19
17592722599168,3,83,0898,460108,0,0,0,0,3,8525,2017-05-19 08:50:22,2017-05-19 08:42:38,21,19,6445623c591e3f7e51574339289f1002,3,110.3094,20.0279,110.3518,20.0598,2017,05,19
17592732546063,3,83,0898,460105,0,0,0,0,3,8988,2017-05-19 16:56:52,2017-05-19 16:48:54,25,39,64469e3e591eb17606da894733c62c02,3,110.3193,20.0245,110.2797,19.9911,2017,05,19
17592741056987,3,83,0898,460105,0,0,0,0,3,994,0000-00-00 00:00:00,2017-05-19 22:13:25,9,NULL,d86dad23591efd830000433a7377c7e7,3,110.2779,20.0019,110.2813,20.0062,2017,05,19
17592727529474,3,83,0898,460105,0,0,0,0,3,3335,2017-05-19 13:12:29,2017-05-19 13:08:56,10,7,64469e3b591e7de8695d75be28585502,3,110.3043,20.0259,110.2876,20.0131,2017,05,19
17592736138279,3,83,0898,460106,0,0,0,0,3,1779,2017-05-19 19:08:46,2017-05-19 19:00:38,11,7,2b13866d591ed05000000df3ac524496,3,110.2957,19.9976,110.2958,20.0024,2017,05,19
17592740788951,3,83,0898,460106,0,0,0,0,3,9400,2017-05-19 22:08:29,2017-05-19 22:06:38,27,22,64469f33591efbed046e536d38d24302,3,110.2969,19.9991,110.3417,20.0297,2017,05,19
17592723047612,3,83,0898,460107,0,0,0,0,3,2555,2017-05-19 09:05:44,2017-05-19 09:04:10,9,6,c0a80065cb6c661b753f49c1103b0303,3,110.3617,19.9904,110.3811,19.9862,2017,05,19
17592734062986,3,83,0898,460105,0,0,0,0,3,3144,2017-05-19 17:50:51,2017-05-19 17:46:03,9,3,64469c31591ebedbb6d7ab4336ff9b02,3,110.2779,19.9836,110.2663,19.9981,2017,05,19
17592737599471,3,83,0898,460106,0,0,0,0,0,1974,0000-00-00 00:00:00,2017-05-19 19:56:38,10,NULL,b76b9a0b459ff53c2714bd6610350303,3,110.3538,19.9844,110.3413,19.9897,2017,05,19
17592725275836,3,83,0898,460108,0,0,0,0,3,4372,2017-05-19 11:03:45,2017-05-19 10:59:38,12,9,6445b03a591e5f9a30631b7028f9a202,3,110.3214,20.0243,110.3515,20.0176,2017,05,19
17592736557505,3,83,0898,460106,0,0,0,0,3,7663,2017-05-19 19:11:09,2017-05-19 19:08:41,22,31,64469c31591ed235b60aab4233be4702,3,110.3025,20.0027,110.3454,20.0328,2017,05,19
17592738617001,3,83,0898,460106,0,0,0,0,3,3977,2017-05-19 20:45:51,2017-05-19 20:40:25,11,20,c0a800658f46570042097fb4102d0303,3,110.3461,20.03,110.3246,20.0253,2017,05,19
17592724190678,3,83,0898,460108,0,0,0,0,3,3137,2017-05-19 10:06:11,2017-05-19 10:03:18,10,8,76520a754767b84e3416f50a10590303,3,110.3767,20.0148,110.364,20.0272,2017,05,19
17592732981316,3,83,0898,460106,0,0,0,0,3,4263,2017-05-19 17:04:59,2017-05-19 17:04:47,12,33,6445623c591eb5142b0843123cc31602,3,110.3395,20.007,110.3174,20.0312,2017,05,19
17592737688187,3,83,0898,460108,0,0,0,0,3,4798,2017-05-19 20:02:27,2017-05-19 20:00:35,14,19,64469d36591ede6356f323fc322e3e02,3,110.3417,20.0256,110.3678,20.0238,2017,05,19
17592718767783,3,83,0898,460106,0,0,0,0,3,7543,2017-05-19 00:01:55,2017-05-19 00:00:33,23,20,6446a132591dc5201e0d15291e49cd02,3,110.3249,19.9719,110.334,20.0187,2017,05,19
17592727540030,3,83,0898,460106,0,0,0,0,3,9750,2017-05-19 13:13:59,2017-05-19 13:10:37,25,NULL,64469e3e591e7e4c04688942319b9602,3,110.3249,19.9719,110.3275,20.0371,2017,05,19
17592734623091,3,83,0898,460106,0,0,0,0,0,5835,0000-00-00 00:00:00,2017-05-19 18:06:23,21,NULL,a2f7205f591ec38100004a7e3a53222c,3,110.3238,19.9906,110.3041,20.0258,2017,05,19
17592737657374,3,83,0898,460105,0,0,0,0,3,10685,2017-05-19 20:02:29,2017-05-19 19:56:36,29,18,64469e3c591edd74282d191836c02702,3,110.3682,20.0033,110.2899,20.0131,2017,05,19
17592729238417,3,83,0898,460106,0,0,0,0,3,7268,2017-05-19 14:34:35,2017-05-19 14:32:56,19,40,b5a7be1e9bb417a6bd043e2110420303,3,110.3689,20.0388,110.3201,20.0289,2017,05,19
17592734622395,3,83,0898,460106,0,0,0,0,3,5226,2017-05-19 18:09:28,2017-05-19 18:06:19,22,35,64469d36591ec38d50b423fa2e2d6502,3,110.3226,20.001,110.3444,19.9834,2017,05,19
17592738393266,3,83,0898,460107,0,0,0,0,3,2765,2017-05-19 20:35:46,2017-05-19 20:29:49,11,7,64469e3c591ee53d41cd192d348c0302,3,110.3524,19.9997,110.3684,19.9907,2017,05,19
17592720059858,3,83,0898,460106,0,0,6,0,3,24200,2017-05-19 06:41:36,2017-05-19 06:38:53,68,31,d5ced6b0591e22640000603f12f57d8b,3,110.4634,19.9369,110.3405,20.0398,2017,05,19
17592727373161,3,83,0898,460108,0,0,0,0,3,7809,2017-05-19 12:57:05,2017-05-19 12:55:26,20,12,64469d36591e7abe5f45241f2a5e2002,3,110.2938,20.0106,110.3498,20.0327,2017,05,19
17592735705524,3,83,0898,460105,0,0,0,0,0,6756,0000-00-00 00:00:00,2017-05-19 18:36:20,19,NULL,6446a134591ecaa438bc48fb3a428702,3,110.3344,20.0269,110.2863,20.0124,2017,05,19
17592739249801,3,83,0898,460106,0,0,0,0,3,1025,0000-00-00 00:00:00,2017-05-19 21:02:53,9,NULL,64469e3e591eecfd090d894b3e3b1102,3,110.3377,20.0217,110.3313,20.015,2017,05,19
17592721839048,3,83,0898,460108,0,0,0,0,3,1525,2017-05-19 08:21:18,2017-05-19 08:12:41,10,6,c0a800641ab4e256e70f196710340303,3,110.3458,20.019,110.3584,20.0194,2017,05,19
17592726337231,3,83,0898,460107,0,0,0,0,3,6220,2017-05-19 12:06:06,2017-05-19 12:04:39,17,32,6445623d591e6ed61579b58427020c02,3,110.3161,19.9812,110.3543,20.0026,2017,05,19
17592726260428,3,83,0898,460107,0,0,0,0,3,10888,2017-05-19 11:59:07,2017-05-19 11:53:18,29,NULL,6446aa14591e6c2dbb4c98ad2a81a602,3,110.2794,19.979,110.3559,19.9998,2017,05,19
17592732914954,3,83,0898,460107,0,0,0,0,3,6985,2017-05-19 17:12:17,2017-05-19 17:10:01,18,19,64469c31591eb65fbb31ab5f224c9102,3,110.3003,20.0187,110.3405,20.0014,2017,05,19
17592740418000,3,83,0898,460106,0,0,0,0,3,2098,0000-00-00 00:00:00,2017-05-19 21:48:55,9,NULL,c0a8017677853a6ede06e68b10400303,3,110.3211,20.014,110.3034,20.0155,2017,05,19
17592720017928,3,83,0898,460108,1,0,0,0,3,2109,2017-05-19 06:56:28,2017-05-19 07:10:00,9,6,64469e3c591e2025474a1912218fc702,3,110.3417,20.0604,110.3526,20.054,2017,05,19
17592723981330,3,83,0898,460108,0,0,0,0,3,2597,2017-05-19 09:59:23,2017-05-19 09:52:33,9,9,aca8013f18d9026ba1177b2510650303,3,110.369,20.0349,110.3556,20.0391,2017,05,19
17592732644779,3,83,0898,460106,0,0,0,0,3,4335,2017-05-19 16:57:55,2017-05-19 16:51:59,12,14,1a4b640e591eb22c000074031a75de0b,3,110.3003,20.0227,110.3227,20.0381,2017,05,19
17592737247838,3,83,0898,460105,0,0,0,0,3,6336,2017-05-19 19:42:12,2017-05-19 19:38:09,16,6,64469f34591ed91f66e0b1ba29045602,3,110.2176,20.0083,110.2373,20.0361,2017,05,19
17592719746811,3,83,0898,460106,0,0,0,0,3,6808,2017-05-19 04:37:46,2017-05-19 04:35:55,20,11,64469e3b591e05ab686e75bd217d7402,3,110.341,20.0526,110.3129,20.0257,2017,05,19
17592726196628,3,83,0898,460106,0,0,0,0,3,3123,2017-05-19 11:53:39,2017-05-19 11:47:53,10,12,da073889591e6a920000782bcfb8debb,3,110.3197,20.0255,110.3365,20.0405,2017,05,19
17592732895438,3,83,0898,460108,0,0,0,0,3,1471,2017-05-19 17:11:22,2017-05-19 17:07:51,9,7,c0a8036e4f82d6ea6d4b278410380303,3,110.3609,20.031,110.3655,20.0246,2017,05,19
17592737230188,3,83,0898,460107,0,0,0,0,3,4790,0000-00-00 00:00:00,2017-05-19 19:37:08,15,0,f6179cd8591ed8af00001172308c6e21,3,110.3419,19.9777,110.3432,19.9986,2017,05,19
17592718840734,3,83,0898,460108,0,0,0,0,3,3894,2017-05-19 00:33:15,2017-05-19 00:30:49,11,21,6445b03a591dcc382f141b582178aa02,3,110.3476,20.0302,110.3435,20.0496,2017,05,19
17592727676428,3,83,0898,460106,0,0,0,0,3,3238,2017-05-19 13:12:31,2017-05-19 13:08:38,10,8,97c15761fe19ae18df6e8e77105b0303,3,110.3431,20.0184,110.3306,20.013,2017,05,19
17592737420545,3,83,0898,460107,0,0,0,0,3,2187,0000-00-00 00:00:00,2017-05-19 19:49:47,10,NULL,c0a80064d5248ed22802762510440303,3,110.3493,19.9987,110.3628,19.9922,2017,05,19
17592723731626,3,83,0898,460108,0,0,0,0,3,6993,2017-05-19 09:51:00,2017-05-19 09:46:27,18,14,c0a80066afa6473b2707c22d107b0303,3,110.3264,20.0307,110.365,20.0351,2017,05,19
17592732017540,3,83,0898,460106,0,0,0,0,3,2749,2017-05-19 16:40:35,2017-05-19 16:29:27,9,14,7cb6b31a23d58995d619981310330303,3,110.3221,20.021,110.3095,20.0268,2017,05,19
17592739530714,3,83,0898,460105,0,0,0,0,0,6166,0000-00-00 00:00:00,2017-05-19 21:17:41,17,NULL,64469f33591ef06e06cf53753d7b7e02,3,110.3088,20.0018,110.2794,19.979,2017,05,19
17592725928507,3,83,0898,460106,0,0,0,0,3,3815,2017-05-19 11:46:12,2017-05-19 11:42:39,11,11,64469d36591e69af5b8124182b09bb02,3,110.3525,20.0232,110.3396,20.0068,2017,05,19
17592727596265,3,83,0898,460108,0,0,0,0,3,12920,2017-05-19 13:12:47,2017-05-19 13:11:00,34,21,6445623c591e7e64569243201fd34202,3,110.3433,19.9841,110.3369,20.0507,2017,05,19
17592733766486,3,83,0898,460106,0,0,0,0,3,2985,2017-05-19 17:38:28,2017-05-19 17:35:04,10,20,6446a133591ebc3fa656959e2f323102,3,110.3261,20.0248,110.3267,20.0079,2017,05,19
17592718938455,3,83,0898,460108,1,0,0,0,3,6296,2017-05-19 01:24:10,2017-05-19 01:30:00,18,3,ccdfb25f591dd1410000582c4e86ce81,3,110.3887,19.9692,110.4294,19.9688,2017,05,19
17592730687375,3,83,0898,460106,0,0,0,0,3,5976,2017-05-19 15:39:30,2017-05-19 15:33:13,16,18,64469e3b591e9fb9701975c92be21c02,3,110.3391,20.0317,110.323,19.9976,2017,05,19
17592730243599,3,83,0898,460108,1,0,0,0,3,2800,2017-05-19 15:21:41,2017-05-19 15:50:00,9,8,224ac9c8591e9c68000035c87078613e,3,110.3625,20.0367,110.3739,20.0174,2017,05,19
17592740444965,3,83,0898,460106,0,0,0,0,3,14450,2017-05-19 21:52:24,2017-05-19 21:50:05,40,25,64469c31591ef80cbabbab5e4060ae02,3,110.2309,20.0345,110.3391,20.0317,2017,05,19
17592728107482,3,83,0898,460106,0,0,0,0,3,4983,2017-05-19 13:42:36,2017-05-19 13:39:14,14,13,6445ae3a591e8502777d9e2627e89e02,3,110.3206,20.0268,110.3174,19.9908,2017,05,19
